filing_id,investment_of_money,common_enterprise,expectation_of_profits,efforts_of_others,howey_discussed,key_quotes
857,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
858,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
859,alleged,alleged,alleged,alleged,1,"[""Howey test – a legal test established by the Supreme Court in 1946 to determine whether an offering is a security over which the SEC has jurisdiction – requires an investment of money."",""Howey, and that the Ponzi scheme fit squarely within the SEC’s jurisdiction."",""Howey Coin mimicking of a fraudulent ICO."",""Howey test); Reves v."",""investment contract\"" exists when there is the investment of money in a common enterprise with a reasonable expectation of profits to be derived from the efforts of others, and the statutory definition of security includes investment contracts)."",""investment of money in a common enterprise with a reasonable expectation of profits to be derived from the efforts of others, and the statutory definition of security includes investment contracts)."",""common enterprise with a reasonable expectation of profits to be derived from the efforts of others, and the statutory definition of security includes investment contracts)."",""expectation of profits and the efforts of the promoters.""]"
860,alleged,alleged,alleged,alleged,1,"[""Howey test are subject to the registration and \nreporting requirements of the Securities Act."",""Howey test to digital assets in a 2019 report entitled Framework for “Investment \n \n \n4\n Report of Investigation Pursuant to Section 21(a) of the Securities Act of 1934: The DAO, \nSECURITIES AND EXCHANGE COMMISSION (Jul."",""Howey Framework Report”)."",""Howey Framework Report."",""investment contracts and securities \nbecause  they  represent  the  investment  of  money  in  a  common  enterprise  with  a  reasonable  \nexpectation  of  profits  to  be  derived  from  the  efforts  of  others."",""investment contract, and thus a security, requires an analysis \nof the facts and circumstances surrounding the digital asset’s creation and issuance."",""Investment Contract” Analysis of Digital Assets, SECURITIES AND EXCHANGE \nCOMMISSION (Apr."",""investment contracts, and thus securities, in order to earn fees from user \ntransactions  in  these  assets.""]"
861,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
862,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
863,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
864,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
865,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
866,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
867,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
868,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
869,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
870,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
871,not_discussed,not_discussed,not_discussed,not_discussed,1,"[""investment contracts, notes, and evidences of indebtedness \n\n \nNotice of Hearing/Celsius Network, Inc."",""investment contract, note, evidence of indebtedness, or other type \nof security."",""investment contracts, notes, or evidences of \nindebtedness regulated as securities as that term is defined by Section 4.""]"
872,alleged,alleged,alleged,not_discussed,1,"[""investment contracts and therefore securities pursuant to SEC v.""]"
873,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
874,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
875,alleged,alleged,alleged,alleged,1,"[""investment contracts” are instruments, schemes, or \ntransactions through which a person invests money in a common enterprise and reasonably \nexpects profits or returns derived from the entrepreneurial or managerial efforts of others."",""investment contracts, including \ninterests in orange groves, animal breeding programs, railroads, mobile phones, enterprises that \nexist only on the Internet, and sales of certain digital assets that exist on distributed ledgers or \n“blockchains."",""investment contracts and, therefore, securities \nunder the federal securities laws."",""investment of \nmoney into a common enterprise from which investors had a reasonable expectation of profit \nbased upon the efforts of others—BitConnect."",""common enterprise and reasonably \nexpects profits or returns derived from the entrepreneurial or managerial efforts of others."",""common enterprise from which investors had a reasonable expectation of profit \nbased upon the efforts of others—BitConnect."",""expectation of profit \nbased upon the efforts of others—BitConnect."",""efforts of others—BitConnect.""]"
876,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
877,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
878,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
879,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
880,alleged,alleged,alleged,alleged,1,"[""Howey, in an effort to \nincrease market share."",""Howey, and therefore, \nsecurities."",""Howey, and therefore, securities."",""investment contracts under \n                                                           \n1\n The findings herein are made pursuant to Respondent’s Offer of Settlement and are not binding on any other \nperson or entity in this or any other proceeding."",""investment contract is an investment of money in a common enterprise with a reasonable \nexpectation of profits to be derived from the entrepreneurial or managerial efforts of others."",""investment contracts under Howey, and therefore, \nsecurities."",""investment contracts under Howey, and therefore, securities."",""investment of money in a common enterprise with a reasonable \nexpectation of profits to be derived from the entrepreneurial or managerial efforts of others.""]"
881,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
882,alleged,alleged,alleged,alleged,1,"[""Howey and its progeny, including the cases discussed by the Commission \nin its Report of Investigation Pursuant To Section 21(a) Of The Securities Exchange Act of 1934: \nThe DAO (Exchange Act Rel."",""investment contracts and thus were securities."",""investment \ncontract is an investment of money in a common enterprise with a reasonable expectation of profits \nto be derived from the entrepreneurial or managerial efforts of others."",""investment contract \n“is the presence of an investment in a common venture premised on a reasonable expectation of \nprofits to be derived from the entrepreneurial or managerial efforts of others."",""investment contract when investors reasonably relied on the promoters’ \nefforts to create a secondary trading market for an instrument, even if that instrument would not \nhave been a security on its own."",""investment contract”); see also SEC v."",""investment of money in a common enterprise with a reasonable expectation of profits \nto be derived from the entrepreneurial or managerial efforts of others."",""investment of money in \nthe form of U.""]"
883,alleged,alleged,alleged,alleged,1,"[""Investment contracts are instruments involving the \ninvestment of money in a common enterprise with the reasonable expectation of \nprofits to be derived from the entrepreneurial or managerial efforts of others."",""investment contracts and therefore \nsecurities."",""investment contracts and therefore securities."",""investment of money in a common enterprise with the reasonable expectation of \nprofits to be derived from the entrepreneurial or managerial efforts of others."",""common enterprise with the reasonable expectation of \nprofits to be derived from the entrepreneurial or managerial efforts of others."",""expectation of \nprofits to be derived from the entrepreneurial or managerial efforts of others.""]"
884,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
885,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
886,not_discussed,alleged,alleged,not_discussed,1,"[""investment contracts, \nevidence of indebtedness, and related types of participation in profit-sharing agreements."",""common enterprise’ means an \nenterprise  in  which  the  fortunes  of  the  investor  are  interwoven  with  those  of  either  the  \nperson  offering  the  investment,  a  third  party,  or  other  investors."",""expectation of profits to be derived primarily \nfrom the efforts of a person other than the investor and a ‘common enterprise’ means an \nenterprise  in  which  the  fortunes  of  the  investor  are  interwoven  with  those  of  either  the  \nperson  offering  the  investment,  a  third  party,  or  other  investors.""]"
887,not_discussed,not_discussed,not_discussed,not_discussed,1,"[""investment contracts, notes, and evidences of indebtedness \n–  broad  categories  of  products  that  capture  the  endless  number  of  unique  and  \ninnovative investment schemes continuously introduced into the market."",""investment contract, note, evidence of indebtedness, or other type \nof security."",""investment contracts, notes, or evidences of indebtedness regulated as securities \nas that term is defined by Section 4.""]"
888,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
889,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
891,not_discussed,not_discussed,alleged,not_discussed,1,"[""investment  contracts, which  are securities pursuant to Section  2(a)(1) of the Securities Act.""]"
892,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
893,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
894,alleged,alleged,alleged,not_discussed,1,"[""investment contracts as defined in Section 2(a)(1) of the Securities Act and Section \n3(a)(10) of the Exchange Act [15 U."",""common enterprise because both \ninvestors and Profit Connect were to make money through Profit Connect’s \ninvestments, because Profit Connect pooled all investor funds into one bank account \n(the Profit Connect Investor Account), and because Profit Connect used some of \nthose funds to make payments to investors.""]"
895,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
896,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
897,alleged,alleged,alleged,not_discussed,1,"[""investment  contracts, and therefore securities, under SEC v.""]"
898,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
899,not_discussed,alleged,not_discussed,not_discussed,1,[]
900,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
901,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
902,alleged,alleged,alleged,alleged,1,"[""investment contracts” are instruments, schemes, or transactions through which a person \ninvests money in a common enterprise and reasonably expects profits or returns derived from the \nentrepreneurial or managerial efforts of others."",""investment contracts, including interests in orange groves, animal breeding \nprograms, railroads, mobile phones, and enterprises that exist only on the Internet."",""investment contract, in part because BitConnect represented that investors could earn daily \ninterest payments by lending their BCC to BitConnect in return for interest payments generated \nfrom its Trading Bot."",""investment of money into a common enterprise with other investors and with BitConnect and its \npromoters, with the reasonable expectation of profit from the efforts of BitConnect."",""common enterprise and reasonably expects profits or returns derived from the \nentrepreneurial or managerial efforts of others."",""common enterprise with other investors and with BitConnect and its \npromoters, with the reasonable expectation of profit from the efforts of BitConnect."",""expectation of profit from the efforts of BitConnect.""]"
903,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
904,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
905,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
906,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
907,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
908,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
909,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
910,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
911,alleged,alleged,alleged,not_discussed,1,"[""investment contracts when no registration statement was filed or in effect \nCase 2:21-cv-00103-BLW   Document 1   Filed 03/05/21   Page 16 of 20\n\n \n17 \n \n \nwith respect their offer or sale."",""investment of money (including digital assets) in CTM and Cutting told investors he would and, in \nfact did, pool investor funds together."",""investment \nof money was passive and they expected profits to be derived solely from the efforts of Cutting \nthrough his purported investment strategies."",""common enterprise whereby Cutting commingled the \ninvestments and traded the money in pooled accounts to execute his purported digital asset trading \nstrategy and make profits for investors in the private funds and himself.""]"
912,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
913,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
914,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
915,satisfied,alleged,alleged,alleged,1,"[""Howey test, finding that the offering of digital assets at issue in that \nreport were investment contracts and, therefore, securities."",""investment contracts and, therefore, securities."",""investment contract, and therefore a security, is a “flexible rather than a static \nprinciple, one that is capable of adaptation to meet the countless and variable schemes devised by \nCase 1:21-cv-01381   Document 1   Filed 02/17/21   Page 8 of 13\n\n \n9 \nthose who seek the use of the money of others on the promise of profits."",""investment contract and therefore a security subject to the registration requirements of the \nfederal securities laws."",""investment of money in a common enterprise with a reasonable expectation of profits to be \nderived from the efforts of others."",""investment of money by CSD token \npurchasers."",""common enterprise with a reasonable expectation of profits to be \nderived from the efforts of others."",""common \nenterprise with other CSD token purchasers, as well as with Defendants.""]"
916,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
917,not_discussed,not_discussed,not_discussed,not_discussed,1,"[""Investment Contract” Analysis of \nDigital Assets (Apr.""]"
918,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
919,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
920,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
921,alleged,alleged,alleged,alleged,1,"[""Investment Contracts in \nDecember 2017 \n43."",""investment contracts that they and their affiliates promoted through the Start \nOptions Website, social media, and press releases (together, the “SO Marketing Materials”)."",""investment contracts available for \npurchase by individuals located in the U."",""Investment Contracts Were Securities \n47."",""investment \ncontracts, which were securities."",""investment contracts into purported B2G \nmining and trading investments."",""expectation of profits based on the \nefforts of Bitcoiin2Gen’s management team, controlled by Krstic.""]"
922,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
923,alleged,alleged,alleged,alleged,1,"[""investment contracts when it \noffered and sold digital assets through simple agreements for future tokens (“SAFTs”)."",""investment contracts, and were therefore \nsecurities under SEC v."",""investment contracts in exchange for the investment of money or \nother contributions of value, including other digital assets."",""investment contracts through a general solicitation."",""investment contracts without a registration statement being in effect."",""investment contract without a registration statement being filed."",""investment of money or \nother contributions of value, including other digital assets.""]"
924,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
925,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
926,alleged,not_discussed,not_discussed,not_discussed,1,"[""investment contract and therefore a security subject to \nthe registration requirements of the federal securities laws,” Ex.""]"
927,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
928,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
929,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
930,alleged,alleged,not_discussed,alleged,1,"[""investment contracts, and therefore securities, pursuant to SEC v.""]"
931,not_discussed,not_discussed,not_discussed,not_discussed,1,"[""investment contract or certificate of interest or participation \nin  any profit-sharing agreement, provided that  such investment  contract or interest is the subject of a \nregistration statement with the Commission pursuant to the  Securities Exchange Act  of 1933 (15  U.""]"
932,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
933,alleged,alleged,alleged,alleged,1,"[""Howey decision of 1946 that the \ndefinition of whether an instrument is an investment contract and therefore a security is a “flexible \nrather than a static principle, one that is capable of adaptation to meet the countless and variable \nschemes devised by those who seek the use of the money of others on the promise of profits."",""investment contract” and therefore a security under the federal securities laws."",""Investment contracts are instruments \nCase 1:20-cv-10832   Document 4   Filed 12/22/20   Page 6 of 71\n\n \n7 \nthrough which a person invests money in a common enterprise and reasonably expects profits or \nreturns derived from the entrepreneurial or managerial efforts of others."",""investment contracts, including interests in orange \ngroves, animal breeding programs, railroads, mobile phones, and enterprises that exist only on the \nInternet."",""investment contracts and, therefore, securities."",""investment contract” (and thus a security) under the federal securities laws depending on various \nfactors."",""investment contracts (and thus securities)."",""investment contract and therefore a security is a “flexible \nrather than a static principle, one that is capable of adaptation to meet the countless and variable \nschemes devised by those who seek the use of the money of others on the promise of profits.""]"
934,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
935,not_discussed,alleged,not_discussed,not_discussed,1,[]
936,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
937,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
938,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
939,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
941,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
942,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
943,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
944,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
945,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
946,alleged,alleged,alleged,alleged,1,"[""Howey \nTest due to the SEC chairman’s last rant about crypto” (referring to the Supreme Court’s decision in \nSEC v."",""INVESTMENT CONTRACTS AND WERE THEREFORE SECURITIES \n182."",""investment contracts” and were therefore securities within the meaning of Section \n2(a)(1) of the Securities Act [15 U."",""investment contract under the federal securities laws."",""investment of \nmoney in a common enterprise with an expectation of profits to be generated from the efforts of \nthe issuers and/or other third parties."",""common enterprise with an expectation of profits to be generated from the efforts of \nthe issuers and/or other third parties."",""expectation of profits to be generated from the efforts of \nthe issuers and/or other third parties."",""efforts of others by, among other things, referring to ICO participants as “investors,” and \n34 \n\n \n \n \n \n \n \n \n \n \nCase 1:20-cv-08281   Document 1   Filed 10/05/20   Page 35 of 55 \nexplaining that the company would determine how many tokens it would retain at the end of \nthe crowdsale in part to “protect investors.""]"
947,alleged,alleged,alleged,alleged,1,"[""Howey   test,”   derived   from   the   \nSupreme   Court’s   seminal   1946   decision   \nin Securities and Exchange Commission v."",""investment  \ncontract, and, therefore, is a security” under \nthe   federal   securities   laws."",""investment contract,” \nas  well  as  other  instruments  such  as  stocks,  \nbonds,  and  transferable  shares."",""investment  contract”  \nexists  if  there  is  an  investment  of  money  in  \na common enterprise with an expectation of \nprofits  derived  from  the  efforts  of  others."",""Investment   Contract’   Analysis   of   \nDigital  Assets,  available  at:  https://www."",""Investment  Contract’  \nAnalysis of Digital Assets, supra note 99."",""investment  of  money  in  \na common enterprise with an expectation of \nprofits  derived  from  the  efforts  of  others."",""common enterprise with an expectation of \nprofits  derived  from  the  efforts  of  others.""]"
948,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
949,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
950,not_discussed,alleged,satisfied,not_discussed,1,"[""investment contracts, and therefore securities, pursuant to the test laid out in SEC v."",""expectation of profits from their \ninvestment in the Salt enterprise.""]"
951,alleged,alleged,alleged,not_discussed,1,"[""expectation of profits was reasonable.""]"
952,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
953,alleged,alleged,alleged,not_discussed,1,"[""investment contracts, and therefore securities \n(the “FLiK ICO”)."",""investment contracts, and therefore securities."",""investment contracts,” and thus securities, \nwithin the meaning of Section 2(a)(1) of the Securities Act [15 U."",""investment contracts” and thus securities  within  the meaning \nCase 1:20-cv-03739-SCJ   Document 1   Filed 09/10/20   Page 31 of 54\n\n32 \n \nof Section 2(a)(1) of the Securities  Act  [15 U.""]"
954,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
955,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
956,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
957,alleged,not_discussed,not_discussed,alleged,1,[]
958,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
959,alleged,alleged,alleged,alleged,1,"[""investment contracts, and therefore securities, under SEC v."",""investment contracts,” and therefore \nsecurities under the federal securities laws during the relevant time period."",""investment contract is an investment of money in a \ncommon enterprise with a reasonable expectation of profits to be derived from the entrepreneurial \nor managerial efforts of others."",""investment contract “is the presence of an investment \nin a common venture premised on a reasonable expectation of profits to be derived from the \nentrepreneurial or managerial efforts of others."",""investment of money in a \ncommon enterprise with a reasonable expectation of profits to be derived from the entrepreneurial \nor managerial efforts of others."",""investment of money or other contributions of value, including other digital assets."",""common enterprise with a reasonable expectation of profits to be derived from the entrepreneurial \nor managerial efforts of others."",""expectation of profits to be derived from the entrepreneurial \nor managerial efforts of others.""]"
960,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
961,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
962,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
963,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
964,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
965,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
966,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
967,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
968,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
969,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
970,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
971,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
972,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
973,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
974,alleged,alleged,alleged,alleged,1,"[""Investment contracts are \ninstruments involving the investment of money in a common enterprise with the reasonable \nexpectation of profits to be derived from the entrepreneurial or managerial efforts of others."",""investment contracts and therefore securities."",""investment contracts and therefore \nsecurities."",""investment of money in a common enterprise with the reasonable \nexpectation of profits to be derived from the entrepreneurial or managerial efforts of others."",""common enterprise with the reasonable \nexpectation of profits to be derived from the entrepreneurial or managerial efforts of others."",""expectation of profits to be derived from the entrepreneurial or managerial efforts of others.""]"
975,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
976,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
977,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
978,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
979,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
980,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
981,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
982,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
983,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
984,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
985,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
986,not_discussed,alleged,alleged,alleged,1,"[""investment contracts and therefore were securities."",""investment contracts and therefore securities pursuant to SEC v.""]"
987,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
988,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
989,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
990,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
991,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
992,alleged,alleged,not_discussed,not_discussed,1,[]
993,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
994,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
995,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
996,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
997,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
998,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
999,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1000,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1001,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1002,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1003,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1004,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1005,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1006,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1007,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1008,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1009,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1010,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1011,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1012,alleged,alleged,alleged,not_discussed,1,"[""investment contract, whereby investors gave money to Meta1 with the expectation that the \nefforts of Meta1 and its principals would yield investment returns.""]"
1013,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1014,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1015,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1016,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1017,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1018,not_discussed,not_discussed,satisfied,alleged,1,"[""investment contracts and therefore securities pursuant to Section 2(a)(1) of the Securities Act."",""expectation of profits from their investment in the B2G \n                                                 \n1\n  The findings herein are made pursuant to Respondent’s Offer of Settlement and are not \nbinding on any other person or entity in this or any other proceeding.""]"
1019,alleged,alleged,satisfied,alleged,1,"[""investment contracts, and therefore securities, pursuant to SEC v."",""Expectation of Profits and Relied on the \nEfforts of Enigma for a Return on Their Investments \n \n7.""]"
1020,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1021,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1022,alleged,not_discussed,alleged,not_discussed,1,[]
1023,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1024,not_discussed,not_discussed,alleged,alleged,1,"[""Howey,[3] a now infamous case describing what an investment contract is."",""Howey case dealt with the sale of orange groves, and subsequent cases have involved the sale of a host of other esoteric assets."",""Howey case, purchasers of units in the orange grove were deemed to be purchasing securities because they were buying the managerial efforts of others along with their piece of the orange grove."",""Howey analysis to crypto, but doing so is not particularly easy."",""Howey analysis and attempt to bring clarity on when a token transaction should not be considered a securities transaction."",""Howey Met Gary (Plastic) (June 14, 2018), available at https://www."",""investment contract is one type of security under our federal securities laws."",""investment contract; but, the object of the investment contract—the token—may not bear the hallmarks of a security.""]"
1025,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1026,alleged,alleged,not_discussed,alleged,1,"[""investment contracts and, thus, securities."",""Investment contracts are \ninstruments \nthrough\nw\nhich an individual invests money in a common enterprise and \nreasonably \nexpects profits or\nreturns derived from the \nentrepreneurial \nor \nmanagerial efforts of others."",""investment contracts \nand, thus,\ns\necurities."",""common enterprise and \nreasonably \nexpects profits or\nreturns derived from the \nentrepreneurial \nor \nmanagerial efforts of others.""]"
1027,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1028,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1029,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1030,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1031,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1032,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1033,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1034,not_discussed,alleged,alleged,alleged,1,"[""Expectation of Profits from the Efforts of BCOT and Its Agents \n \n22.""]"
1035,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1036,alleged,alleged,alleged,alleged,1,"[""investment contracts and, thus, securities."",""investment contracts and, thus, \nsecurities.""]"
1037,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1038,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1039,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1040,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1041,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1042,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1043,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1044,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1045,not_discussed,alleged,not_discussed,not_discussed,1,[]
1046,alleged,alleged,alleged,alleged,1,"[""common enterprise, and took steps and are taking steps to \nmake this expectation a reality."",""expectation of profits, including through the increased value of their investments in secondary \ntrading, based on the managerial efforts of others.""]"
1047,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1048,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1049,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1050,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1051,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1052,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1053,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1054,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1055,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1056,not_discussed,not_discussed,not_discussed,not_discussed,1,"[""Investment Contract” Analysis of Digital Assets).""]"
1058,not_discussed,not_discussed,not_discussed,not_discussed,1,"[""Investment Contract” Analysis of Digital Assets).""]"
1059,alleged,alleged,alleged,alleged,1,"[""Investment contracts are instruments through which an \nindividual invests money in a common enterprise and reasonably expects profits or returns \nderived from the entrepreneurial or managerial efforts of others."",""investment contracts, \nincluding interests in orange groves, animal breeding programs, railroads, airplanes, mobile \nphones, and enterprises existing only on the Internet."",""investment contracts from which Initial \nPurchasers and others reasonably expect to reap enormous profits once the Gram market \nlaunches."",""common enterprise and reasonably expects profits or returns \nderived from the entrepreneurial or managerial efforts of others."",""common enterprise, and took steps and is taking steps to make this \nexpectation a reality."",""common enterprise, with an expectation \nof profits, derived primarily from the current and future entrepreneurial and managerial efforts of \n28 \n\n \n \n  \n      \n    \n \n \n  \n \n  \n  \n    \n \n   \n \n  \n  \n \n \n \n   \n  \n  \n \n  \n  \nDefendants and their agents to build the TON Blockchain and drive demand for Grams."",""expectation \nof profits, derived primarily from the current and future entrepreneurial and managerial efforts of \n28 \n\n \n \n  \n      \n    \n \n \n  \n \n  \n  \n    \n \n   \n \n  \n  \n \n \n \n   \n  \n  \n \n  \n  \nDefendants and their agents to build the TON Blockchain and drive demand for Grams.""]"
1060,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1061,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1062,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1063,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1064,alleged,alleged,not_discussed,not_discussed,1,[]
1065,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
1066,not_discussed,not_discussed,not_discussed,not_discussed,0,[]
