filing_id,cause
779,"17 C.F.R. § 180.1(a)(2)"
779,"17 C.F.R. § 5.2(b)(1)-(3)"
779,"CEA § 4d(1)"
780,"Securities Act § 5"
780,"Securities Act § 17(a)"
780,"Exchange Act § 10(b)"
780,"17 C.F.R. § 240.10b-5(b)"
781,"18 U.S.C. § 1349"
781,"18 U.S.C. § 371"
781,"18 U.S.C. § 1956 (h)"
781,"18 U.S.C. § 981(a)(l)(C)"
781,"18 U.S.C. § 982(A)(1)"
783,Fraud
783,"Breach of Contract"
783,Conversion
783,"Unjust enrichment"
783,"Books and Records Accounting"
784,Defamation
784,"N.Y.G.B.L. § 349"
785,"Lanham Act"
785,Cybersquatting
785,"Trademark Infringement"
785,"Unfair Competition"
785,"Cal. Bus. & Prof. Code § 17200"
785,"Cal. Bus. & Prof. Code § 17500"
785,"Unjust enrichment"
785,Conversion
785,"Intentional Interference with
Prospective Economic Advantage"
786,"Securities Act § 5"
786,"Securities Act § 12(a)(1)"
786,"Securities Act § 15"
786,"17 C.F.R. § 240.10b-5"
786,"Aiding and Abetting"
786,Conspiracy
786,"18 U.S.C. § 1961"
786,"Unjust enrichment"
787,"18 U.S.C. § 1960"
787,"26 U.S.C. § 7203"
788,"Negligent misrepresentation"
788,"Unjust enrichment"
788,"Products Liability"
788,"Unfair Competition"
788,"N.Y.G.B.L. § 349"
788,Negligence
788,Fraud
788,"18 U.S.C. § 1961"
788,"18 U.S.C. § 1343"
788,"18 U.S.C. § 1955"
788,Conversion
788,"Promissory Estoppel"
789,"18 U.S.C. § 1951"
790,"Enforcement of Forum Selection Clause"
791,"Securities Act § 12(a)(1)"
791,"Securities Act § 15(a)"
791,"Exchange Act § 5"
791,"Exchange Act § 29(b)"
791,"Exchange Act § 15(a)(1)"
791,"Exchange Act § 20"
791,"Cal. Corp. Code § 25000"
792,"Fourth Amendment"
792,"First Amendment"
792,"Fifth Amendment"
793,"5 U.S.C. § 706(1)"
793,"28 U.S.C. § 1361"
793,"U.S. Constitution - Article I"
793,"Fifth Amendment"
793,"U.S. Constitution - Article II (Executive Branch)"
793,"Declaratory Judgment"
794,Fraud
794,Negligence
794,"Gross Negligence"
794,"N.Y.G.B.L. § 349"
794,Contribution
794,Defamation
794,"Tortious Interference"
796,"CEA § 2(e)"
798,Conversion
798,"Unjust enrichment"
799,"18 U.S.C. § 1343"
799,"18 U.S.C. § 1956(a)(1)(B)(i)"
800,"Securities Act § 5"
800,"Securities Act § 12(a)(1)"
800,"Securities Act § 15"
800,"Exchange Act § 10(b)"
800,"Exchange Act § 20(a)"
800,"17 C.F.R. § 240.10b-5"
801,"15 U.S.C. § 78j(b)"
801,"15 U.S.C. § 78ff"
801,"17 C.F.R. § 240.10b-5"
802,"Breach of Contract"
802,Fraud
802,Conversion
802,Replevin
802,"Breach of Fiduciary Duty"
802,"17 CFR § 1.20(a)"
802,"CEA § 6(c)(1)"
802,Negligence
802,"17 C.F.R. § 180.1(a)(1)"
802,"7 U.S.C. § 25(a)(1)(b)"
802,"7 U.S.C. § 25(c)(IV)"
803,Negligence
803,"Negligence Per Se"
803,"Negligent misrepresentation"
803,Conversion
803,"N.Y.G.B.L. § 349"
803,"Cal. Bus. & Prof. Code § 17200"
803,"Securities Act § 5"
803,"Securities Act § 12(a)(1)"
803,"Securities Act § 12(a)(2)"
804,"CEA § 4m(1)"
804,"CEA § 4o(1)(A)"
804,"CEA § 6(c)(1)"
804,"17 C.F.R. § 32.2"
805,"Breach of Contract"
805,"Breach of Fiduciary Duty"
805,"Breach of the Implied Covenant of Good Faith and Fair Dealing"
805,"Unjust enrichment"
805,"Books and Records Accounting"
806,"Securities Act § 17(a)"
806,"17 C.F.R. § 240.13(a)"
806,"17 C.F.R. § 240.13(a)-13"
806,"17 C.F.R. § 240.13a-15(a)"
807,"Trademark Infringement"
808,Negligence
809,"Securities Act § 5"
809,"Securities Act § 17(a)"
809,"Exchange Act § 10(b)"
810,"Exchange Act § 10(b)"
810,"17 C.F.R. § 240.10b-5(b)"
810,"Securities Act § 5(a)"
810,"Securities Act § 5(c)"
810,"Securities Act § 17(a)"
810,"Advisers Act § 206(1)"
810,"Advisers Act § 206(2)"
810,"Advisers Act § 206(4)"
810,"Advisers Act § 206(4)-8"
811,"Fraud in the inducement"
811,"Unjust enrichment"
811,"Breach of the Implied Covenant of Good Faith and Fair Dealing"
811,"Alter Ego Liability"
812,"Breach of Contract"
812,Conversion
812,Fraud
812,Conspiracy
813,"18 U.S.C. § 1343"
813,"18 U.S.C. § 2"
814,"Exchange Act § 10(b)"
814,"17 C.F.R. § 240.10b-5(b)"
814,"Securities Act § 5(a)"
814,"Securities Act § 5(c)"
814,"Securities Act § 17(a)"
816,"Securities Act § 5"
816,"Securities Act § 12(a)(1)"
816,"Exchange Act § 5"
816,"Exchange Act § 15(a)(1)"
816,"Exchange Act § 20"
816,"Exchange Act § 29(b)"
817,"Securities Act § 12(a)(1)"
817,"Securities Act § 15(a)"
817,"Fla. Stat. § 517.07"
817,"Fla. Stat. § 501.201"
817,"Aiding and Abetting"
817,"Unjust enrichment"
818,"Securities Act § 5"
818,"Securities Act § 12(a)(1)"
818,"Securities Act § 15"
819,"N.J.S.A. § 49:3-47"
819,"N.J.S.A. § 49:3-89"
820,"18 U.S.C. § 1349"
820,"18 U.S.C. § 1956 (h)"
821,"Fraud in the inducement"
821,"Negligent misrepresentation"
821,"Fraudulent Misrepresentation"
821,"Cal. Bus. & Prof. Code § 17200"
821,"Cal. Consumer Legal Remedies Act § 1750"
821,"Mistake of Fact"
821,"Breach of Contract"
821,"Breach of the Implied Covenant of Good Faith and Fair Dealing"
821,"Unjust enrichment"
822,"Declaratory Relief"
822,"Breach of Contract"
822,"Breach of the Implied Covenant of Good Faith and Fair Dealing"
822,"Cal. Bus. & Prof. Code § 17200"
823,"Breach of Contract"
823,"Fraud in the inducement"
823,Conversion
823,"Tortious Interference"
823,Fraud
823,Defamation
825,"Securities Act § 5"
825,"Securities Act § 17(a)"
825,"Exchange Act § 10(b)"
826,"Securities Act § 5"
826,"California Corp. Code § 25110"
826,"Cal. Corp. Code § 25503"
826,"Unjust enrichment"
827,Negligence
827,"N.Y.G.B.L. § 349"
827,"Unjust enrichment"
827,"Breach of Contract"
827,"Breach of Warranty"
827,"Negligent misrepresentation"
828,"Cal. Bus. & Prof. Code § 17200"
828,"Cal. Consumer Legal Remedies Act § 1750"
828,"Aiding and Abetting"
828,"815 I.L.C.S. § 505"
828,"Unjust enrichment"
829,"Securities Act § 8(a)"
829,"Investment Company Act § 9(f)"
830,"18 U.S.C. § 1956 (h)"
830,"18 U.S.C. § 371"
831,Conversion
831,"Trespass to Chattels"
831,"Breach of Contract"
831,"Unjust enrichment"
831,"N.Y.G.B.L. § 349"
831,Negligence
831,"Permanent Injunction"
833,"Securities Act § 17(a)(1)"
833,"Securities Act § 17(a)(3)"
833,"Exchange Act § 10(b)"
833,"17 C.F.R. § 240.10b-5(b)"
834,"Trademark Infringement"
834,"Trademark Dilution"
834,Cybersquatting
834,"N.Y.G.B.L. § 360-1"
834,Misappropriation
834,"Unfair Competition"
836,"Declaratory Judgment"
836,"Fraud in the inducement"
836,"Breach of Contract"
836,"Breach of the Implied Covenant of Good Faith and Fair Dealing"
836,"Unjust enrichment"
837,"Cal. Civ. Proc. Code §1060"
837,"Cal. Consumer Legal Remedies Act § 1750"
837,"Aiding and Abetting"
837,"Unjust enrichment"
838,"Securities Act § 5(a)"
838,"Securities Act § 5(c)"
838,"Securities Act § 17(a)"
838,"Exchange Act § 10(b)"
838,"17 C.F.R. § 240.10b-5(b)"
839,"CEA § 4(d)"
839,"CEA § 5h(a)(1)"
839,"17 C.F.R. § 166.3"
839,"17 C.F.R. § 37.3(a)(1)"
840,"Breach of Contract"
841,"Trademark Infringement"
841,"Unfair Competition"
841,"N.Y.G.B.L. § 360-1"
841,"N.Y.G.B.L. § 349"
841,"15 U.S.C. § 1125(d)"
841,"15 U.S.C. § 1125(a)(1)(a)"
842,Fraud
842,"Fla. Stat. § 501.201"
843,"Breach of Contract"
843,Fraud
843,"Tortious Interference"
843,"Conn. Gen. Stat. § 42-110b"
843,"Breach of the Implied Covenant of Good Faith and Fair Dealing"
843,"Negligent misrepresentation"
843,"Unjust enrichment"
843,"Quantum Meruit"
843,"Several Liability"
844,"N.Y.G.B.L. § 349"
844,"Nev. Rev. Stat. § 41.600"
844,"Breach of Contract"
844,"Unjust enrichment"
844,"Declaratory Judgment"
846,"Exchange Act § 10(b)"
846,"Securities Act § 17(a)"
846,"Securities Act § 5(a)"
846,"Securities Act § 5(c)"
847,"Exchange Act § 10(b)"
847,"Securities Act § 17(a)"
847,"Securities Act § 5(a)"
847,"Securities Act § 5(c)"
848,"Securities Act 12(j)"
849,"18 U.S.C. § 1349"
849,"18 U.S.C. § 1343"
849,"18 U.S.C. § 1957"
849,"18 U.S.C. § 1028A"
851,"N.Y. Gen. Oblig. Law § 5-423"
853,"Securities Act § 17(a)"
853,"Exchange Act § 10(b)"
853,"17 C.F.R. § 240.10b-5"
853,"Securities Act § 5(a)"
853,"Securities Act § 5(c)"
853,"Securities Act § 5(e)"
853,"Exchange Act § 6(1)"
855,"N.Y.G.B.L. § 352"
855,"N.Y. Executive Law § 63(12)"
856,"CEA § 6(c)(1)"
856,"17 C.F.R. § 32.4"
857,"CEA § 6(c)(1)"
857,"17 C.F.R. § 32.2"
860,"Securities Act § 5"
860,"Securities Act § 12(a)(1)"
860,"Securities Act § 15"
860,"Exchange Act § 5"
860,"Exchange Act § 29(b)"
860,"Exchange Act § 15(a)(1)"
860,"Exchange Act § 20"
860,"N.J.S.A. § 49:3-71"
860,"N.J.S.A § 49:3-56(a)"
860,"Fla. Stat. § 517.211"
860,"Fla. Stat. § 517.07"
860,"Fla. Stat. § 517.12(1)"
860,"Cal. Bus. & Prof. Code § 25504"
860,"Cal. Corp. Code § 25210"
860,"California Corp. Code § 25110"
860,"Cal. Corp. Code § 25503"
860,"Cal. Corp. Code § 25130"
864,"CEA § 4b(a)(2)(A)"
864,"CEA § 6(c)(1)"
864,"17 C.F.R. § 32.2"
865,"CEA § 4(a)"
865,"CEA § 4o(1)"
866,"CEA § 4o(1)"
868,"ETFA Regulation E"
868,"15 U.S.C. § 1683"
868,"15 U.S.C. § 1693f(f)(6)"
868,"2 C.F.R. § 1005.11(a)(7)"
868,"15 U.S.C. § 1693c"
868,"12 C.F.R. § 1005.7"
870,"17 C.F.R. § 240.10b-5"
871,"Texas Securities Act § 12"
871,"Texas Securities Act § 7"
872,"Securities Act § 5(a)"
872,"Securities Act § 5(c)"
873,"Commodity Exchange Act § 25"
874,"Securities Act § 5(a)"
874,"Securities Act § 5(c)"
875,"Exchange Act § 10(b)"
875,"17 C.F.R. § 240.10b-5"
875,"Securities Act § 17(a)"
875,"Exchange Act § 17(a)(1)"
875,"Exchange Act § 17(a)(3)"
875,"Securities Act § 5(a)"
875,"Securities Act § 5(c)"
875,"Securities Act § 15(a)"
876,"18 U.S.C. § 1349"
876,"18 U.S.C. § 982(a)(2)(A)"
876,"28 U.S.C. § 2461(c)"
877,"N.Y.C.P.L.R. § 78"
877,"N.Y.C.C.R. § 1401"
878,"Securities Act § 5"
878,"Securities Act § 12(a)(1)"
878,"Securities Act § 15"
878,"Securities Act § 17(a)"
878,"17 C.F.R. § 240.10b-5"
878,"Exchange Act § 20(a)"
879,"Texas Securities Act § 23-2"
880,"Exchange Act § 5"
880,"Exchange Act 3b-16(a)"
881,"Securities Act § 5"
881,"Securities Act § 12(a)(1)"
881,"Securities Act § 15"
881,"Securities Act § 17(a)"
881,"Exchange Act § 10(b)"
881,"Exchange Act § 20(a)"
882,"Securities Act § 5(a)"
882,"Securities Act § 5(c)"
882,"Securities Act § 17(a)"
882,"Exchange Act § 10(b)"
882,"17 C.F.R. § 240.10b-5"
883,"Securities Act § 20(b)"
883,"Securities Act § 20(d)"
883,"Securities Act § 22(a)"
883,"Exchange Act § 21(d)"
883,"Exchange Act § 21(e)"
883,"Exchange Act § 27"
884,"KRS § 291.470"
884,"KRS § 292.500"
884,"KAR § 10:225"
885,"12 U.S.C. § 1954"
886,"9 V.S.A. § 5301"
888,"AL Code § 8-6-4"
889,"Securities Act § 17(a)"
889,"Exchange Act § 10(b)"
889,"17 C.F.R. § 240.10b-5"
889,"Exchange Act § 16(a)"
889,"17 C.F.R. § 240.16(a)-3"
891,"Securities Act § 17b"
892,"18 U.S.C. § 1030"
892,"18 U.S.C. § 1962(a)"
892,Conversion
892,"Fraud in the inducement"
892,"Unjust enrichment"
893,"Securities Act § 17"
893,"17 C.F.R. § 240.10b-5"
894,"Exchange Act § 10(b)"
894,"17 C.F.R. § 240.10b-5"
894,"Securities Act § 17(a)"
895,"Securities Act § 5"
895,"Securities Act § 12(a)(1)"
895,"Securities Act § 15(a)"
896,"18 U.S.C. § 1960(a)"
896,"18 U.S.C. § 1960(b)(1)(B)"
897,"Securities Act § 5(a)"
897,"Securities Act § 5(c)"
897,"Securities Act § 17(a)"
897,"Exchange Act § 10(b)"
897,"17 C.F.R. § 240.10b-5"
898,Defamation
899,"Securities Act § 5(a)"
899,"Securities Act § 5(c)"
899,"Securities Act § 17(a)(1)"
899,"Securities Act § 17(a)(3)"
899,"Exchange Act § 10(b)"
899,"17 C.F.R. § 240.10b-5"
899,"5 U.S.C. § 703"
899,"Aiding and Abetting"
900,"Securities Act § 5(a)"
900,"Securities Act § 5(c)"
900,"Securities Act § 17(a)"
900,"Exchange Act § 10(b)"
900,"17 C.F.R. § 240.10b-5"
900,"Exchange Act § 14(e)"
900,"17 C.F.R. § 240.14(e)-8"
900,"Advisers Act § 206(4)"
900,"Advisers Act § 206(4)-8"
902,"Securities Act § 5(a)"
902,"Securities Act § 5(c)"
902,"Exchange Act § 15(a)"
902,"5 U.S.C. § 703"
902,"Unjust enrichment"
902,"Aiding and Abetting"
903,"18 U.S.C. § 1960"
904,"7 U.S.C. § 9(1)"
905,"Breach of Contract"
906,"18 U.S.C. § 1960(a)"
906,"18 U.S.C. § 1956(a)(3)"
906,"18 U.S.C. § 1028(a)(3)"
908,"Securities Act § 5(a)"
908,"Securities Act § 5(c)"
909,"Breach of Contract"
909,"Unjust enrichment"
909,"Quantum Meruit"
910,"CEA § 6(c)(1)"
910,"18 U.S.C. § 1962(a)"
910,"17 C.F.R. § 180.1(a)(3)"
910,"CEA § 4o(1)(A)"
910,"CEA § 5h(a)(1)"
910,"17 C.F.R. § 32.2"
910,"17 C.F.R. § 48.3"
911,"Exchange Act § 10(b)"
911,"17 C.F.R. § 240.10b-5"
911,"Securities Act § 5(a)"
911,"Securities Act § 5(c)"
913,"Breach of Contract"
914,"Exchange Act § 13(a)"
914,"17 C.F.R. § 240.13(a)-1"
914,"17 C.F.R. § 240.13(a)-13"
915,"Securities Act § 5(a)"
915,"Securities Act § 5(c)"
916,"N.Y.G.B.L. § 352"
916,"N.Y. Executive Law § 63(12)"
916,"N.Y.G.B.L. § 359"
916,"13 N.Y.C.R.R. § 10"
918,"15 U.S.C. § 1125(a)(1)(a)"
918,"15 U.S.C. § 1125(d)"
918,"Trademark Infringement"
918,"Unfair Competition"
920,"18 U.S.C. § 1349"
920,"18 U.S.C. § 1956 (h)"
921,"Securities Act § 5(a)"
921,"Securities Act § 5(c)"
921,"Securities Act § 17(a)"
921,"Exchange Act § 10(b)"
921,"17 C.F.R. § 240.10b-5"
921,"Exchange Act § 15(a)"
921,"5 U.S.C. § 703"
921,"Aiding and Abetting"
922,"Not Applicable"
923,"Securities Act § 5(a)"
923,"Securities Act § 5(c)"
923,"Securities Act § 17(a)(2)"
924,"Securities Act § 17(a)"
924,"Exchange Act § 10(b)"
924,"17 C.F.R. § 240.10b-5"
924,"5 U.S.C. § 703"
924,"Unjust enrichment"
924,"Aiding and Abetting"
925,"Breach of Contract"
925,"Constructive Trust"
926,"Specific Performance"
926,"Preliminary Injunction"
926,"Permanent Injunction"
927,"Not Applicable"
929,"Cal. Bus. & Prof. Code § 17200"
930,"Securities Act § 5(a)"
932,"Exchange Act § 10(b)"
932,"17 C.F.R. § 240.10b-5"
932,"Securities Act § 17(a)"
933,"Securities Act § 5(a)"
933,"Securities Act § 5(c)"
933,"Aiding and Abetting"
935,"Securities Act § 5(c)"
935,"Securities Act § 17(a)"
935,"Exchange Act § 10(b)"
935,"17 C.F.R. § 240.10b-5"
936,"26 U.S.C § 7201"
938,"Securities Act § 5"
938,"Exchange Act § 15"
938,"Breach of Contract"
938,"Unjust enrichment"
938,Fraud
938,"Aiding and Abetting"
938,Conversion
938,"Breach of Fiduciary Duty"
940,"11 U.S.C. Chapter 11"
941,"18 U.S.C. § 981(a)(1)(A)"
941,"18 U.S.C. § 981(a)(l)(C)"
941,"18 U.S.C. § 981(b)"
941,"21 U.S.C. § 881(a)(6)"
945,"17 C.F.R. § 42.2"
945,"18 U.S.C. § 1960"
946,"Securities Act § 17(a)"
946,"Securities Act § 17b"
946,"Exchange Act § 10(b)"
946,"17 C.F.R. § 240.10b-5"
948,"CEA § 4(a)"
948,"CEA § 4(d)"
948,"17 C.F.R. § 166.3"
948,"17 C.F.R. § 1.6"
948,"CEA § 5h(a)(1)"
948,"17 C.F.R. § 180.1(a)(3)"
948,"CEA § 4o(1)(A)"
948,"17 C.F.R. § 37.3(a)(1)"
948,"CEA § 6(c)(3)"
948,"17 C.F.R. § 42.2"
949,"31 U.S.C. § 5318(h)"
949,"31 U.S.C. § 5318"
949,"31 U.S.C. § 5322"
950,"Securities Act § 5(a)"
950,"Securities Act § 5(c)"
951,"Securities Act § 5(a)"
951,"Securities Act § 17"
951,"Exchange Act § 10(b)"
951,"17 C.F.R. § 240.10b-5"
952,"CEA § 6(c)(1)"
952,"17 C.F.R. § 32.2"
953,"Exchange Act § 10(b)"
953,"17 C.F.R. § 240.10b-5"
953,"Securities Act § 17(a)"
953,"Exchange Act § 19(a)(1)"
953,"Securities Act § 5(a)"
953,"Securities Act § 15(a)"
953,"Securities Act § 17b"
953,"Unjust enrichment"
954,"18 U.S.C. § 1343"
954,"18 U.S.C. § 1957"
954,"15 U.S.C. § 78j(b)"
954,"15 U.S.C. § 78ff"
955,"18 U.S.C. § 1956"
955,"18 U.S.C. § 981(a)(1)(A)"
956,"Securities Act § 12(a)(1)"
956,"Exchange Act § 15(a)"
956,"RCW § 21.20"
957,"Exchange Act § 15(a)"
958,"Texas Securities Act § 29.D"
959,"Securities Act § 5(a)"
959,"Securities Act § 5(c)"
959,"Securities Act § 17(a)"
959,"Exchange Act § 10(b)"
959,"17 C.F.R. § 240.10b-5"
960,"18 U.S.C. § 1349"
960,"18 U.S.C. § 1956 (h)"
961,"18 U.S.C. § 1343"
961,"18 U.S.C § 1348"
961,"18 U.S.C. § 1349"
961,"18 U.S.C. § 1956 (h)"
961,"18 U.S.C. § 2"
963,"47 U.S.C. § 222 (a)"
963,"47 U.S.C. § 222 (c)"
963,"47 U.S.C. § 201"
963,"47 U.S.C. § 202(a)"
963,"Faithless Servant"
963,Negligence
963,"N.Y.G.B.L. § 349"
963,"Negligent Supervision"
963,"Negligent Infliction of Emotional Distress"
963,"Not Applicable"
963,"Gross Negligence"
964,"Fourth Amendment"
964,"Fifth Amendment"
964,"15 U.S.C. § 7609(f)"
965,"Violation of Trade Secrets"
965,"Breach of Contract"
966,"Securities Act § 5(e)"
966,"Exchange Act § 6(1)"
968,"18 U.S.C. § 1014"
968,"18 U.S.C. § 1349"
968,"18 U.S.C. § 1344"
968,"12 U.S.C. § 1957"
969,"18 U.S.C. § 1343"
970,"Texas Securities Act § 29.D"
972,"Not Applicable"
973,"18 U.S.C. § 371"
973,"2 U.S.C. § 1606(b)"
974,"Securities Act § 17(a)"
974,"Exchange Act § 10(b)"
974,"17 C.F.R. § 240.10b-5"
974,"Securities Act § 5(a)"
974,"Securities Act § 5(c)"
978,"18 U.S.C. § 2"
978,"18 U.S.C. § 1343"
978,"18 U.S.C. § 1956(a)(1)"
978,"18 U.S.C. § 981(a)(1)(C)"
978,"28 U.S.C. § 2461(c)"
979,"Breach of Contract"
979,"Trespass to Chattels"
979,"Constructive Trust"
979,"Quiet Title"
979,"N.Y.C. Admin. Code § 20-701"
979,"N.Y.G.B.L. § 349"
979,Spoliation
979,Conversion
980,"Securities Act § 17(a)"
980,"Exchange Act § 10(b)"
980,"17 C.F.R. § 240.10b-5"
980,"Securities Act § 5(a)"
980,"Securities Act § 5(c)"
981,"Not Applicable"
981,"Breach of Bailment"
981,Conversion
981,"Va. Code Ann. § 18.2-500"
982,"Securities Act § 17(a)"
982,"Exchange Act § 10(b)"
982,"17 C.F.R. § 240.10b-5"
983,"26 U.S.C § 7201"
983,"26 U.S.C. § 7203"
984,"Texas Securities Act § 29.D"
985,"Cal. Penal Code § 496"
985,"18 U.S.C. § 1030(a)(4)"
985,"Cal. Penal Code § 502"
986,"Securities Act § 5(a)"
986,"Securities Act § 5(c)"
987,"Securities Act § 5"
987,"Securities Act § 12(a)(1)"
987,"Securities Act § 12(a)(2)"
987,"Securities Act § 15"
987,"17 C.F.R. § 240.10b-5"
987,"Exchange Act § 10(b)"
987,"Exchange Act § 20(a)"
988,"7 U.S.C. § 9(1)"
988,"CEA § 6(c)(3)"
988,"CEA § 9(a)(2)"
988,"CEA § 22(a)(1)"
988,"18 U.S.C. § 1962(d)"
988,"18 U.S.C. § 1961"
988,Fraud
988,"Fraud in the inducement"
988,"Negligent misrepresentation"
988,"Cal. Bus. & Prof. Code § 17500"
988,"Cal. Bus. & Prof. Code § 17200"
988,Negligence
988,"Unjust enrichment"
988,"Constructive Trust"
988,"Books and Records Accounting"
988,Conversion
988,"Aiding and Abetting"
988,Replevin
988,"Cal. Penal Code § 496"
989,"Securities Act § 17(a)"
989,"Exchange Act § 10(b)"
989,"17 C.F.R. § 240.10b-5"
989,"Securities Act § 5(a)"
989,"Securities Act § 5(c)"
990,"CEA § 4(d)"
990,"17 C.F.R. § 5.2"
990,"17 C.F.R. § 3.12(a)"
990,"CEA § 6(c)(1)"
990,"CEA § 4b"
990,"CEA § 2(e)"
991,"CEA § 6(c)"
991,"CEA § 22"
991,"CEA § 2"
991,"CEA § 13"
992,"Exchange Act § 10(b)"
992,"17 C.F.R. § 240.10b-5"
992,"Securities Act § 17(a)"
992,"Securities Act § 5(a)"
992,"Securities Act § 5(c)"
993,"15 U.S.C. § 1114(1)"
993,"Cal. Civ. Code § 3344"
993,"Cal. Bus. & Prof. Code § 17200"
994,"CEA § 4b(a)(2)(A)"
994,"CEA § 4c(b)"
994,"CEA § 4o(1)(A)"
994,"17 C.F.R. § 5.3(a)(6)(I)"
994,"18 U.S.C. § 1962(a)"
994,"CEA § 4o(1)(B)"
994,"CEA § 6(c)(1)"
994,"17 C.F.R. § 32.2"
994,"CEA § 5h(f)(2)"
994,"17 C.F.R. § 37.203"
995,Negligence
995,"Fraudulent Misrepresentation"
995,"Negligent misrepresentation"
996,"15 U.S.C. § 1125"
996,Cybersquatting
996,"Unfair Competition"
996,"Trademark Infringement"
996,"Cal. Bus. & Prof. Code § 17200"
997,"Securities Act § 5"
997,"Securities Act § 12(a)(1)"
997,"N.J.S.A. § 49:3-71"
998,"Securities Act § 5"
998,"Securities Act § 12(a)(1)"
998,"815 I.L.C.S. § 5/13"
999,"Securities Act § 5"
999,"Securities Act § 12(a)(1)"
999,"815 I.L.C.S. § 5/13"
1000,"Securities Act § 5"
1000,"Securities Act § 12(a)(1)"
1000,"Exchange Act § 5"
1000,"Exchange Act § 15(a)(1)"
1000,"Exchange Act § 29(b)"
1000,"Exchange Act § 20"
1000,"Tex. Rev. Civ. Stat. § 581-33"
1001,"Securities Act § 5"
1001,"Securities Act § 12(a)(1)"
1001,"Securities Act § 12(a)(2)"
1001,"815 I.L.C.S. § 5/13"
1001,"Tex. Rev. Civ. Stat. § 581-33"
1002,"CEA § 6(c)"
1002,"CEA § 22"
1002,"CEA § 2(a)(1)(B)"
1002,"CEA § 13"
1002,"CEA § 22(a)(1)"
1002,"Securities Act § 5"
1002,"Securities Act § 12(a)(1)"
1002,"Exchange Act § 5"
1002,"Exchange Act § 29(b)"
1002,"Exchange Act § 15(a)(1)"
1002,"Exchange Act § 20"
1002,"N.J.S.A. § 49:3-71"
1002,"Tex. Rev. Civ. Stat. § 581-33"
1003,"Securities Act § 5"
1003,"Securities Act § 12(a)(1)"
1003,"Exchange Act § 5"
1003,"Exchange Act § 29(b)"
1003,"Exchange Act § 15(a)(1)"
1003,"Exchange Act § 20"
1003,"Tex. Rev. Civ. Stat. § 581-33"
1004,"Securities Act § 5"
1004,"Securities Act § 12(a)(1)"
1004,"Exchange Act § 5"
1004,"Exchange Act § 29(b)"
1004,"Exchange Act § 15(a)(1)"
1004,"Exchange Act § 20"
1004,"815 I.L.C.S. § 5/13"
1005,"Declaratory Judgment"
1005,"Breach of Contract"
1006,"Securities Act § 5"
1006,"Securities Act § 12(a)(1)"
1006,"N.J.S.A. § 49:3-71"
1006,"Tex. Rev. Civ. Stat. § 581-33"
1007,"Securities Act § 5"
1007,"Securities Act § 12(a)(1)"
1007,"815 I.L.C.S. § 5/13"
1008,"Securities Act § 5"
1008,"Securities Act § 12(a)(1)"
1008,"Tex. Rev. Civ. Stat. § 581-33"
1009,Fraud
1009,Conspiracy
1009,"Negligent misrepresentation"
1009,"Unjust enrichment"
1009,"Breach of Fiduciary Duty"
1009,Negligence
1009,"Vicarious Liability"
1011,"Exchange Act § 10(b)"
1011,"17 C.F.R. § 240.10b-5"
1011,"Fraud in the inducement"
1011,"Breach of Fiduciary Duty"
1011,Conspiracy
1011,Negligence
1011,Conversion
1011,"Unjust enrichment"
1011,Fraud
1012,"Exchange Act § 10(b)"
1012,"17 C.F.R. § 240.10b-5"
1012,"Securities Act § 17(a)"
1012,"Securities Act § 5(a)"
1012,"Securities Act § 5(c)"
1013,"Declaratory Judgment"
1013,"Breach of Contract"
1014,"Securities Act § 5"
1014,"Securities Act 12(j)"
1014,"Securities Act § 15"
1015,"Securities Act § 15"
1015,"Securities Act § 11"
1016,"18 U.S.C. § 1349"
1016,"18 U.S.C. § 1956 (h)"
1017,"Securities Act § 15"
1017,"Securities Act § 11"
1017,"Securities Act § 12(a)(2)"
1018,"Securities Act § 17b"
1019,"Securities Act § 5(a)"
1020,"18 U.S.C. § 371"
1020,"26 U.S.C § 7201"
1021,"17 C.F.R. § 3.12(a)"
1021,"CEA § 6(c)(1)"
1021,"CEA § 4m(1)"
1022,"Securities Act § 17(a)"
1022,"Exchange Act § 10(b)"
1022,"17 C.F.R. § 240.10b-5"
1023,"CEA § 6(c)(1)"
1023,"CEA § 4b"
1025,"18 U.S.C. § 371"
1025,"18 U.S.C. § 1343"
1025,"18 U.S.C. § 1957"
1026,"Exchange Act § 10(b)"
1026,"17 C.F.R. § 240.10b-5"
1026,"Securities Act § 17(a)"
1026,"Securities Act § 5(a)"
1026,"Securities Act § 5(c)"
1026,"5 U.S.C. § 703"
1026,"Aiding and Abetting"
1027,"Securities Act § 17(a)"
1027,"Exchange Act § 10(b)"
1027,"17 C.F.R. § 240.10b-5"
1027,"Securities Act § 5(a)"
1027,"Securities Act § 5(c)"
1027,"5 U.S.C. § 703"
1028,"18 U.S.C. § 1349"
1028,"18 U.S.C. § 1343"
1028,"15 U.S.C. § 78j(b)"
1029,"Exchange Act § 10(b)"
1029,"17 C.F.R. § 240.10b-5"
1029,"Breach of Contract"
1029,"Unjust enrichment"
1029,Fraud
1030,"18 U.S.C. § 1343"
1030,"18 U.S.C. § 1956(a)(1)(B)(i)"
1031,"15 U.S.C. § 2"
1031,"CEA § 5"
1031,"CEA § 6(c)"
1031,"CEA § 22"
1031,"CEA § 2"
1031,"CEA § 22(a)(1)"
